titleM,title,classification,release,runtime,tagline,overview,crew,cast,tags,Status,Original Language,Budget,Revenue,
Giant (1956),Giant (1956),M/12,04/17/1957 (PT),3h 21m,-,"Wealthy rancher Bick Benedict and dirt-poor cowboy Jett Rink both woo Leslie Lynnton, a beautiful young woman from Maryland who is new to Texas. She marries Benedict, but she is shocked by the racial bigotry of the White Texans against the local people of Mexican descent. Rink discovers oil on a small plot of land, and while he uses his vast, new wealth to buy all the land surrounding the Benedict ranch, the Benedict's disagreement over prejudice fuels conflict that runs across generations.","{'Director': 'George Stevens', 'Novel': 'Edna Ferber', 'Screenplay': 'Ivan Moffat'}","{'Elizabeth Taylor': 'Leslie Lynnton Benedict', 'Rock Hudson': 'Jordan ""Bick"" Benedict Jr.', 'James Dean': 'Jett Rink', 'Carroll Baker': 'Luz Benedict II', 'Jane Withers': 'Vashti Synthe', 'Chill Wills': 'Uncle Bawley', 'Mercedes McCambridge': 'Luz Benedict', 'Dennis Hopper': 'Jordan ""Jordy"" Benedict III', 'Sal Mineo': 'Angel Obregón II'}","['hotel', 'jealousy', 'judge', 'texas', 'wine cellar', 'restaurant', 'ranch', 'senator', 'funeral', 'sexism', 'petrol', 'rags to riches', 'beef', 'tycoon', 'maryland', 'barbecue (bbq)', 'birthday party', 'turkey', 'pony', 'riding class', 'hunting']",Released,English,"$5,400,000.00 ","$32,855,818.00 ",
U2: Rattle and Hum (1988),-,AL,11/04/1988 (US),1h 38m,-,"A concert movie on an unprecedented scale, Rattle And Hum captures U2 - on and off the stage - during their triumphant Joshua Tree tour. From the giant technicolour stadium celebrations to the black-and-white intensity of the indoor shows, this is U2 at their best. Follow the group across America, exploring new influences, playing with the legendary B.B. King from Dublin to Graceland.",{'Director': 'Phil Joanou'},"{'Bono': 'Self', 'The Edge': 'Self', 'Larry Mullen Jr.': 'Self', 'Adam Clayton': 'Self', 'B.B. King': 'Self', 'Phil Joanou': 'Self', 'Dennis Bell': 'Self', 'Adam Gussow': 'Self', 'Jack Hale': 'Self'}",['concert'],Released,English,-,-,
"Distinguished Gentleman, The (1992)",-,M/12,03/26/1993 (PT),1h 52m,From con man to congressman,"A Florida con man uses the passing of the long time Congressman from his district who he just happens to share a name with, to get elected to his version of paradise, Congress, where the money flows from lobbyists. But soon he learns the nature of the game and decides to fight back the only way he knows how, with a con.","{'Director': 'Jonathan Lynn', 'Screenplay': 'Marty Kaplan', 'Story': 'Jonathan Reynolds'}","{'Eddie Murphy': 'Thomas Jefferson Johnson', 'Lane Smith': 'Dick Dodge', 'Sheryl Lee Ralph': 'Miss Loretta Hicks', 'Joe Don Baker': 'Olaf Andersen', 'Victoria Rowell': 'Celia Kirby', 'Grant Shaud': 'Arthur Reinhardt', 'Kevin McCarthy': 'Terry Corrigan', 'Charles S. Dutton': 'Elijah Hawkins', 'Victor Rivers': 'Armando'}","['businessman', 'greed', 'falling in love', 'bribery']",Released,English,"$50,000,000.00 ","$83,000,000.00 ",
"Killing, The (1956)",The Killing (1956),NR,06/06/1956 (US),1h 25m,In All Its Fury and Violence...,"Career criminal Johnny Clay recruits a sharpshooter, a crooked police officer, a bartender and a betting teller named George, among others, for one last job before he goes straight and gets married. But when George tells his restless wife about the scheme to steal millions from the racetrack where he works, she hatches a plot of her own.","{'Director, Screenplay': 'Stanley Kubrick', 'Novel': 'Lionel White', 'Writer': 'Jim Thompson'}","{'Sterling Hayden': 'Johnny Clay', 'Coleen Gray': 'Fay', 'Vince Edwards': 'Val Cannon', 'Jay C. Flippen': 'Marvin Unger', 'Ted de Corsia': 'Randy Kennan', 'Marie Windsor': 'Sherry Peatty', 'Elisha Cook Jr.': 'George Peatty', 'Joe Sawyer': ""Mike O'Reilly"", 'James Edwards': 'Track Parking Attendant'}","['corruption', 'adultery', 'robbery', 'horse race', 'husband wife relationship', 'way of life', 'sniper', 'ex-detainee', 'gangster', 'marriage crisis', 'femme fatale', 'film noir', 'heist', 'bag of money']",Released,English,"$320,000.00 ",-,
"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",The Double Life of Véronique (1991),12,05/15/1991 (FR),1h 38m,"Each of us is matched somewhere in the world, by our exact double - someone who shares our thoughts and dreams.","Véronique is a beautiful young French woman who aspires to be a renowned singer; Weronika lives in Poland, has a similar career goal and looks identical to Véronique, though the two are not related. The film follows both women as they contend with the ups and downs of their individual lives, with Véronique embarking on an unusual romance with Alexandre Fabbri, a puppeteer who may be able to help her with her existential issues.","{'Director, Screenplay': 'Krzysztof Kieślowski', 'Writer': 'Krzysztof Piesiewicz'}","{'Irène Jacob': 'Weronika / Véronique', 'Halina Gryglaszewska': 'Auntie', 'Philippe Volter': 'Alexandre Fabbri', 'Guillaume de Tonquédec': 'Serge', 'Kalina Jędrusik': 'Crazy Woman', 'Aleksander Bardini': 'Conductor', 'Władysław Kowalski': ""Weronika's Father"", 'Jerzy Gudejko': 'Antek', 'Janusz Sterninski': 'Lawyer'}","['music teacher', 'kraków, poland', 'puppeteer', 'heart disease', 'fake identity', 'puppet', 'poland', 'chorus', 'doppelgänger', 'parallel lives', 'soprano', 'warsaw, poland', 'choral music', 'marionettes']",Released,French,-,"$1,999,955.00 ",
Class (1983),-,R,07/22/1983 (US),1h 38m,"The good news is, Jonathan's having his first affair. The bad news is, she's his roommate's mother!","Naive Midwestern prep student Jonathan bonds with his more worldly roommate, Skip, who takes the small-town boy under his wing. At Skip's urging, the inexperienced Jonathan is emboldened to seek out older women in the cocktail lounges of nearby Chicago, where he meets and beds the alluring Ellen, who unfortunately turns out to be Skip's mother. The division between the friends is further deepened when a cheating scandal engulfs the school.","{'Director': 'Lewis John Carlino', 'Writer': 'Jim Kouf'}","{'Jacqueline Bisset': 'Ellen', 'Rob Lowe': 'Skip', 'Andrew McCarthy': 'Jonathan', 'Cliff Robertson': 'Mr. Burroughs', 'Stuart Margolin': 'Balaban', 'John Cusack': 'Roscoe', 'Alan Ruck': 'Roger', 'Rodney Pearson': 'Allen', 'Remak Ramsay': 'Kennedy'}","['older woman seduces younger guy', 'college student']",Released,English,"$7,000,000.00 ","$21,600,000.00 ",
"Tigger Movie, The (2000)",The Tigger Movie (2000),G,02/11/2000 (US),1h 17m,-,"Winnie the Pooh, Piglet, Owl, Kanga, Roo, and Rabbit are preparing a suitable winter home for Eeyore, the perennially dejected donkey, but Tigger's continual bouncing interrupts their efforts. Rabbit suggests that Tigger go find others of his kind to bounce with, but Tigger thinks ""the most wonderful thing about tiggers is"" he's ""the only one!"" Just in case though, the joyously jouncy feline sets out to see if he can find relatives.","{'Director, Screenplay': 'Jun Falkenstein', 'Characters': 'A. A. Milne', 'Story': 'Eddie Guzelian'}","{'Jim Cummings': 'Tigger / Winnie the Pooh (voice)', 'Ken Sansom': 'Rabbit (voice)', 'John Fiedler': 'Piglet (voice)', 'Peter Cullen': 'Eeyore (voice)', 'Andre Stojka': 'Owl (voice)', 'Kath Soucie': 'Kanga (voice)', 'Nikita Hopkins': 'Roo (voice)', 'Tom Attenborough': 'Christopher Robin (voice)', 'Frank Welker': 'Bees / Frogs (voice)'}",['woman director'],Released,English,"$30,000,000.00 ","$45,554,533.00 ",
Breathless (1983),-,R,05/13/1983 (US),1h 40m,He's the last man on earth any woman needs - but every woman wants...,"Jesse has to get out of Las Vegas quickly and steals a car to drive to L.A. On the way, he shoots a police officer. When he makes it to L.A. he stays with Monica, a girl he has only known for a few days. As the film progresses, the police get closer to him, and the crimes escalate.","{'Director, Screenplay': 'Jim McBride', 'Author': 'François Truffaut', 'Screenplay': 'L.M. Kit Carson'}","{'Richard Gere': 'Jesse', 'Valérie Kaprisky': 'Monica', 'Art Metrano': 'Birnbaum', 'John P. Ryan': 'Lt. Parmental', 'William Tepper': 'Paul', 'Robert Dunn': 'Sgt. Enright', 'Garry Goodrow': 'Berrutti', 'Lisa Jane Persky': 'Salesgirl', 'James Hong': 'Grocer'}","['mexico', 'eroticism', 'quickie', 'suspicion of murder', 'motel', 'seduction', 'final exam', 'police', 'los angeles, california', 'extramarital affair']",Released,English,"$7,500,000.00 ","$19,910,002.00 ",
Halloween 4: The Return of Michael Myers (1988),-,R,10/21/1988 (US),1h 28m,Horror has returned to Haddonfield.,"The apparently comatose Michael Myers is being transferred from one hospital to another, but he wakes up when the ambulance crew talk about his surviving niece, Jamie. After slaughtering his attendants, Myers sets out to find his one living relative who is, fortunately, being cared for by a kind and resourceful foster sister named Rachel. Meanwhile, the ever-cautious Dr. Loomis remains on the killer's path.","{'Director': 'Dwight H. Little', 'Screenplay': 'Alan B. McElroy'}","{'Donald Pleasence': 'Dr. Sam Loomis', 'Danielle Harris': 'Jamie Lloyd', 'Ellie Cornell': 'Rachel Carruthers', 'George P. Wilbur': 'Michael Myers', 'Michael Pataki': 'Dr. Hoffman', 'Beau Starr': 'Sheriff Ben Meeker', 'Kathleen Kinmont': 'Kelly Meeker', 'Sasha Jenson': 'Brady', 'Gene Ross': 'Earl'}","['sheriff', 'scissors', 'ambulance', 'halloween', 'twist', 'knife', 'sequel', 'murder', 'serial killer', 'niece', 'power outage', 'evil', 'crime spree', 'escaped killer', 'october', 'murder spree']",Released,English,"$5,000,000.00 ","$17,800,000.00 ",
Mafia! (1998),-,PG-13,07/24/1998 (US),1h 24m,See it early. Avoid the mob.,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,"{'Director, Screenplay': 'Jim Abrahams', 'Screenplay': 'Greg Norberg'}","{'Jay Mohr': ""Anthony 'Tony' Cortino"", 'Billy Burke': 'Joey Cortino', 'Christina Applegate': 'Diane Steen', 'Pamela Gidley': 'Pepper Gianini', 'Olympia Dukakis': 'Sophia', 'Lloyd Bridges': 'Vincenzo Cortino', 'Jason Fuchs': 'Young Vincenzo Cortino', 'Joe Viterelli': 'Dominick Clamato', 'Tony Lo Bianco': 'Cesar Marzoni'}","['italy', 'gangster', 'postman', 'mafia', 'escape', 'emigrant']",Released,English,"$10,000,000.00 ","$19,000,000.00 ",
Drop Zone (1994),Drop Zone (1994),R,12/08/1994 (US),1h 41m,Taking crime to new heights,A team of skydiving crooks led by rogue DEA agent Ty Moncrief specialize in landing on police roofs and breaking in so they can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip lost a brother to this crew and learns skydiving with the help of the tough instructor Jessie Crossmann so he can track them down.,"{'Screenplay, Story': 'Peter Barsocchini', 'Director': 'John Badham', 'Screenplay': 'John Bishop', 'Story': 'Tony Griffin'}","{'Wesley Snipes': 'Pete Nessip', 'Gary Busey': 'Ty Moncrief', 'Yancy Butler': 'Jessie Crossmann', 'Michael Jeter': 'Earl Leedy', 'Corin Nemec': 'Selkirk', 'Kyle Secor': 'Swoop', 'Luca Bercovici': 'Don Jagger', 'Malcolm-Jamal Warner': 'Terry Nessip', 'Rex Linn': 'Bobby'}","['terrorist', 'transport of prisoners', 'airplane', 'parachuting']",Released,English,"$45,000,000.00 ","$28,735,315.00 ",
Striking Distance (1993),Striking Distance (1993),R,09/17/1993 (US),1h 42m,"They shouldn't have put him in the water, if they didn't want him to make waves.","Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.","{'Director, Screenplay': 'Rowdy Herrington', 'Screenplay': 'Marty Kaplan'}","{'Bruce Willis': 'Det. Tom Hardy', 'Sarah Jessica Parker': 'Jo Christman', 'Dennis Farina': 'Capt. Nick Detillo', 'Tom Sizemore': 'Det. Danny Detillo', 'Brion James': 'Det. Eddie Eiler', 'Robert Pastorelli': 'Det. Jimmy Detillo', 'Timothy Busfield': 'Tony Sacco', 'John Mahoney': 'Lt. Vince Hardy', 'Andre Braugher': 'Dist. Atty. Frank Morris'}","['philadelphia, pennsylvania', 'boat', 'observer', 'serial killer', 'homicide detective']",Released,English,-,-,
"Computer Wore Tennis Shoes, The (1970)",The Computer Wore Tennis Shoes (1969),G,12/30/1969 (US),1h 31m,Programmed for laughs!,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..","{'Director': 'Robert Butler', 'Writer': 'Joseph L. McEveety'}","{'Kurt Russell': 'Dexter Riley', 'Cesar Romero': 'A.J. Arno', 'Joe Flynn': 'Dean Higgins', 'William Schallert': 'Professor Quigley', 'Alan Hewitt': 'Dean Collingsgood', 'Richard Bakalyan': 'Chillie Walsh', 'Debbie Paine': 'Annie', 'Frank Welker': 'Henry', 'Frank Webb': 'Pete'}","['college', 'computer', 'quiz', 'friends', 'family', 'thunderstorm', 'college student', 'human vs computer']",Released,English,-,-,
Dying Young (1991),-,M/12,09/27/1991 (PT),1h 51m,It's not just a love story. It's a life story.,"After she discovers that her boyfriend has betrayed her, Hilary O'Neil is looking for a new start and a new job. She begins to work as a private nurse for a young man suffering from blood cancer. Slowly, they fall in love, but they always know their love cannot last because he is destined to die.","{'Director': 'Joel Schumacher', 'Novel': 'Marti Leimbach', 'Screenplay': 'Richard Friedenberg'}","{'Julia Roberts': ""Hilary O'Neil"", 'Campbell Scott': 'Victor Gaddes', ""Vincent D'Onofrio"": 'Gordon', 'Colleen Dewhurst': 'Estelle Whittier', 'David Selby': 'Richard Geddes', 'Ellen Burstyn': ""Mrs. O'Neil"", 'Dion Anderson': 'Cappy', 'George Martin': 'Malachi', 'A.J. Johnson': 'Shauna'}","['life and death', 'nurse', 'new love', 'education', 'romance', 'cancer', 'wealth', 'falling in love', 'millionaire']",Released,English,"$18,000,000.00 ","$82,264,675.00 ",
Fanny and Alexander (1982),Fanny and Alexander (1982),M/12,05/26/1983 (PT),3h 8m,-,"As children in the loving Ekdahl family, Fanny and Alexander enjoy a happy life with their parents, who run a theater company. After their father dies unexpectedly, however, the siblings end up in a joyless home when their mother, Emilie, marries a stern bishop. The bleak situation gradually grows worse as the bishop becomes more controlling, but dedicated relatives make a valiant attempt to aid Emilie, Fanny and Alexander.","{'Director, Writer': 'Ingmar Bergman'}","{'Bertil Guve': 'Alexander Ekdahl', 'Pernilla Allwin': 'Fanny Ekdahl', 'Allan Edwall': 'Oscar Ekdahl', 'Ewa Fröling': 'Emilie Ekdahl', 'Erland Josephson': 'Isak Jacobi', 'Jan Malmsjö': 'Bishop Edvard Vergerus', 'Gunn Wållgren': 'Helena Ekdahl', 'Börje Ahlstedt': 'Carl Ekdahl', 'Harriet Andersson': 'Justina'}","['sibling relationship', 'loss of loved one', 'sweden', 'bishop', 'dying and death', 'funeral', 'theatre group', 'child prodigy', 'ghost', 'christmas', 'early 1900s']",Released,Swedish,"$6,000,000.00 ","$6,795,771.00 ",
"Man Who Knew Too Much, The (1934)",The Man Who Knew Too Much (1934),M/12,11/01/1956 (PT),1h 16m,Knowledge can be a deadly thing.,"While vacationing in St. Moritz, a British couple receive a clue to an imminent assassination attempt, only to learn that their daughter has been kidnapped to keep them quiet.","{'Director': 'Alfred Hitchcock', 'Writer': 'Emlyn Williams'}","{'Leslie Banks': 'Bob Lawrence', 'Edna Best': 'Jill Lawrence', 'Peter Lorre': 'Abbott', 'Frank Vosper': 'Ramon Levine', 'Hugh Wakefield': 'Clive', 'Nova Pilbeam': 'Betty Lawrence', 'Pierre Fresnay': 'Louis Bernard', 'Cicely Oates': 'Nurse Agnes', 'D.A. Clarke-Smith': 'Binstead'}","['kidnapping', 'concert', 'murder', 'shootout', 'criminal', 'clue', 'dentist', 'hypnotism', 'ski resort', 'brawl', 'assassination plan', 'corrupt church', 'cymbals', 'sharpshooting', 'worship service', 'saint moritz, switzerland']",Released,English,"$180,000.00 ",-,
"Flintstones in Viva Rock Vegas, The (2000)",The Flintstones in Viva Rock Vegas (2000),M/6,08/04/2000 (PT),1h 30m,Get ready to rock!,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?","{'Director': 'Brian Levant', 'Screenplay': 'Deborah Kaplan', 'Writer': 'William Hanna'}","{'Mark Addy': 'Fred Flintstone', 'Stephen Baldwin': 'Barney Rubble', 'Kristen Johnston': 'Wilma Slaghoople', 'Jane Krakowski': ""Betty O'Shale"", 'Joan Collins': 'Pearl Slaghoople', 'Thomas Gibson': 'Chip Rockefeller', 'Alan Cumming': 'The Great Gazoo / Mick Jagged', 'Harvey Korman': 'Colonel Slaghoople', 'Alex Meneses': 'Roxie'}","['waitress', 'marriage proposal', 'flirt', 'stone age', 'best friend', 'dinosaur']",Released,English,"$83,000,000.00 ","$59,468,275.00 ",
Fear (1996),Fear (1996),R,04/12/1996 (US),1h 37m,Together forever. Or else.,"Nicole Walker always dreamed of being swept away by someone special — someone strong, sexy and sensitive who would care for her more than anything else in the world. David is all that and more: a modern-day knight who charms and seduces her, body and soul. But her perfect boyfriend is not all he seems to be. His sweet facade masks a savage, dark side that will soon transform Nicole's dream into a nightmare.","{'Director': 'James Foley', 'Screenplay': 'Christopher Crowe'}","{'Mark Wahlberg': 'David McCall', 'Reese Witherspoon': 'Nicole Walker', 'William Petersen': 'Steve Walker', 'Amy Brenneman': 'Laura Walker', 'Alyssa Milano': 'Margo Masse', 'Christopher Gray': 'Toby', 'Tracy Fraim': 'Logan', 'Gary Riley': 'Hacker', 'Jason Kristofer': 'Terry'}","['psychopath', 'teenage girl']",Released,English,-,-,
